FileName	NearPhrase	ReferenceObject	MapLink	GoogleNearLink
close+to+Subway_L_newyork_brk_fee_3491349783_D12_30_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Flatbush+avenue+at+Foster+Avenue+brooklyn+ny+US	http://maps.google.com/?q=Subway+near+%3A+Flatbush+avenue+at+Foster+Avenue+brooklyn+ny+US
close+to+Subway_L_newyork_brk_fee_3521692471_D01_24_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%37th+Street+at+PPW+Brooklyn+Ny+US	http://maps.google.com/?q=Subway+near+%3A+%31%37th+Street+at+PPW+Brooklyn+Ny+US
close+to+Subway_L_newyork_brk_off_3390467195_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+ST+JOHNS+PL+at+TROY+AVE%2E+BROOKLYN+NY+US	http://maps.google.com/?q=Subway+near+%3A+ST+JOHNS+PL+at+TROY+AVE%2E+BROOKLYN+NY+US
close+to+Subway_L_newyork_brk_reb_3424946001_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Madison+St+at+Lewis+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Madison+St+at+Lewis+Ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3424997986_D12_17_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Bainbridge+St+at+Stuyvesant+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Bainbridge+St+at+Stuyvesant+Ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3437788479_D12_14_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Ridgewood+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Ridgewood+Ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3448888755_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Bainbridge+St+at+Malcolm+X+Blvd+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Bainbridge+St+at+Malcolm+X+Blvd+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3492100313_D01_13_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+Sumpter+St+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Sumpter+St+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3496869838_D12_26_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%32%34%31+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+%32%34%31+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3516033659_D01_24_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+Putnam+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Putnam+Ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reb_3534189432_D01_16_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+HERKIMER+BROOKLYN+NY+US	http://maps.google.com/?q=Subway+near+%3A+HERKIMER+BROOKLYN+NY+US
close+to+Subway_L_newyork_brk_reo_3402510348_D12_08_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%37%37%30+MacDonough+st+brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+%37%37%30+MacDonough+st+brooklyn+NY+US
close+to+Subway_L_newyork_brk_reo_3404438351_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+JEFFERSON+AVE+BED%2DSTUY+NY+US	http://maps.google.com/?q=Subway+near+%3A+JEFFERSON+AVE+BED%2DSTUY+NY+US
close+to+Subway_L_newyork_brk_reo_3426101747_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+GATES+AVENUE+BEDSTUY+NY+US	http://maps.google.com/?q=Subway+near+%3A+GATES+AVENUE+BEDSTUY+NY+US
close+to+Subway_L_newyork_brk_reo_3448652855_D12_29_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Stuyvesant+Avenue+at+Laffayete++Brooklyn++11+US	http://maps.google.com/?q=Subway+near+%3A+Stuyvesant+Avenue+at+Laffayete++Brooklyn++11+US
close+to+Subway_L_newyork_brk_reo_3478437662_D12_19_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%2E+BROOKLYN+NY+US	http://maps.google.com/?q=Subway+near+%3A+%2E+BROOKLYN+NY+US
close+to+Subway_L_newyork_brk_reo_3502555480_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Havemeyer+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Havemeyer+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reo_3510497726_D01_17_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+Carroll+st+at+Albany+ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Carroll+st+at+Albany+ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_reo_3518867159_D01_13_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+BERGEN+ST+at+BEDFORD+BROOKLYN+NY+US	http://maps.google.com/?q=Subway+near+%3A+BERGEN+ST+at+BEDFORD+BROOKLYN+NY+US
close+to+Subway_L_newyork_brk_roo_3434773883_D12_10_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Dahill+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Dahill+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_roo_3452338824_D12_31_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Park+Place+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Park+Place+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_roo_3456085963_D12_06_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%35%33rd+Street+at+%35th+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+%35%33rd+Street+at+%35th+Ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_roo_3468103381_D12_23_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Pacific+at+utica+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Pacific+at+utica+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_roo_3477738351_D12_19_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Marion+St+at+Howard+Ave+and+Saratoga+Ave%2E+Brooklyn++NY+US	http://maps.google.com/?q=Subway+near+%3A+Marion+St+at+Howard+Ave+and+Saratoga+Ave%2E+Brooklyn++NY+US
close+to+Subway_L_newyork_brk_roo_3481071323_D12_19_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A++%37%33RD+at+%33+av+BROOKLYN+NY+US	http://maps.google.com/?q=Subway+near+%3A++%37%33RD+at+%33+av+BROOKLYN+NY+US
close+to+Subway_L_newyork_brk_roo_3498859144_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Avenue+J+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Avenue+J+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_roo_3498997246_D01_12_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+utica+at+pacific+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+utica+at+pacific+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_roo_3539383258_D01_14_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+Dahill+Road+at+%36%34th+Street+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Dahill+Road+at+%36%34th+Street+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_sub_3438016654_D12_30_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Driggs+Ave%2E+at+S%2E+%35th+st%2E+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Driggs+Ave%2E+at+S%2E+%35th+st%2E+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_sub_3451996009_D12_10_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Halsey+at+Bushwick+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Halsey+at+Bushwick+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_sub_3472449581_D12_15_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%38th+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%38th+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_sub_3504909371_D01_11_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+Metropolitan+at+Berry+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+Metropolitan+at+Berry+Brooklyn+NY+US
close+to+Subway_L_newyork_brk_sub_3508508841_D01_11_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+South+%35th+Street+at+Driggs+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Subway+near+%3A+South+%35th+Street+at+Driggs+Ave+Brooklyn+NY+US
close+to+Subway_L_newyork_brx_abo_3442116812_D12_10_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+morris+park+ave+at+bogart+bronx+ny+US	http://maps.google.com/?q=Subway+near+%3A+morris+park+ave+at+bogart+bronx+ny+US
close+to+Subway_L_newyork_brx_abo_3449151561_D12_14_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Cranford+Avenue+at+Hill+Bronx+NY+US	http://maps.google.com/?q=Subway+near+%3A+Cranford+Avenue+at+Hill+Bronx+NY+US
close+to+Subway_L_newyork_brx_abo_3474033387_D12_24_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+jerome+at+E%32%31%33+BRONX++NY+US	http://maps.google.com/?q=Subway+near+%3A+jerome+at+E%32%31%33+BRONX++NY+US
close+to+Subway_L_newyork_brx_abo_3542463135_D01_17_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+cambreleng+at+east+%31%38%37+bronx+ny+US	http://maps.google.com/?q=Subway+near+%3A+cambreleng+at+east+%31%38%37+bronx+ny+US
close+to+Subway_L_newyork_brx_fee_3452654800_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+East+%31%37%39th+st+at+Grand+Concourse+Bronx+NY+US	http://maps.google.com/?q=Subway+near+%3A+East+%31%37%39th+st+at+Grand+Concourse+Bronx+NY+US
close+to+Subway_L_newyork_brx_fee_3466863515_D12_31_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Parkview+Ave+at+Willow+LN+Bronx+NY+US	http://maps.google.com/?q=Subway+near+%3A+Parkview+Ave+at+Willow+LN+Bronx+NY+US
close+to+Subway_L_newyork_brx_fee_3478309842_D12_22_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Middletown+Rd%2E+at+Bruckner+Blvd%2E+Bronx+NY+US	http://maps.google.com/?q=Subway+near+%3A+Middletown+Rd%2E+at+Bruckner+Blvd%2E+Bronx+NY+US
close+to+Subway_L_newyork_brx_fee_3485000415_D12_26_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Kingsbridge+avenue%2C+Riverdale%2C+at+Between+%32%33%31+st+street+and+%32%33%38th+street+Riverdale%2C+Bronx+NY+US	http://maps.google.com/?q=Subway+near+%3A+Kingsbridge+avenue%2C+Riverdale%2C+at+Between+%32%33%31+st+street+and+%32%33%38th+street+Riverdale%2C+Bronx+NY+US
close+to+Subway_L_newyork_brx_fee_3491616966_D12_31_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Grand+Concourse+at+E+%31%37%39th+Bronx+NY+US	http://maps.google.com/?q=Subway+near+%3A+Grand+Concourse+at+E+%31%37%39th+Bronx+NY+US
close+to+Subway_L_newyork_jsy_vac_3421936536_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%30%30+Dudley+Street+Jersey+City+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%30%30+Dudley+Street+Jersey+City+NY+US
close+to+Subway_L_newyork_mnh_abo_3385379037_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+near+%33+AVE+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+near+%33+AVE+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3394912413_D12_06_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+SECOND+AVE+at+Near+%31%31+ST+new+york+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+SECOND+AVE+at+Near+%31%31+ST+new+york+ny+US
close+to+Subway_L_newyork_mnh_abo_3394917773_D12_14_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Close+to+PRINCE+ST+at+near+BROADWAY+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Close+to+PRINCE+ST+at+near+BROADWAY+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3395570595_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+East+%35%35th+Street+at+%32nd+Avenue+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+East+%35%35th+Street+at+%32nd+Avenue+New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3396531240_D12_08_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Close+to+PRINCE+ST+at+SOHO+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Close+to+PRINCE+ST+at+SOHO+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3396533582_D12_11_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+%38%36+ST+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+%38%36+ST+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3399735047_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+PARK+AVE+at+Near+%33%30th+ST+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+PARK+AVE+at+Near+%33%30th+ST+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3400242757_D12_06_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+Lexinston+Ave+at+Near+%33%36+St+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+Lexinston+Ave+at+Near+%33%36+St+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3406508951_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+second+ave+new+york+ny+US	http://maps.google.com/?q=Subway+near+%3A+second+ave+new+york+ny+US
close+to+Subway_L_newyork_mnh_abo_3407075943_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%30%35th+Street+at+%33rd+Avenue+New+York+City+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%30%35th+Street+at+%33rd+Avenue+New+York+City+NY+US
close+to+Subway_L_newyork_mnh_abo_3410272255_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+East+%31%30th+Street+at+Avenue+A+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+East+%31%30th+Street+at+Avenue+A+New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3413516050_D12_11_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+CHAMBERS+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+CHAMBERS+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3421549264_D12_05_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+THOMPSON+ST+at+WASHINGTON+SQUARE+PARK+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+THOMPSON+ST+at+WASHINGTON+SQUARE+PARK+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3425938869_D12_06_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%30%31st+Street+at+Lexington+Avenue+New+York+City+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%30%31st+Street+at+Lexington+Avenue+New+York+City+NY+US
close+to+Subway_L_newyork_mnh_abo_3427233773_D12_15_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+Wooster+St+at+Near+SPRING+ST++NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+Wooster+St+at+Near+SPRING+ST++NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3438588015_D12_14_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%37%36th+Street+at+Audubon+Avenue+New+York+City+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%37%36th+Street+at+Audubon+Avenue+New+York+City+NY+US
close+to+Subway_L_newyork_mnh_abo_3441477749_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+East+%37%37th+Street+at+Park+Avenue+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+East+%37%37th+Street+at+Park+Avenue+New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3447456317_D12_23_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+PRINCE+ST+at+SOHO+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+PRINCE+ST+at+SOHO+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3447501849_D12_19_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+E+%34+ST+NEW+YORK+NY+NY+US	http://maps.google.com/?q=Subway+near+%3A+E+%34+ST+NEW+YORK+NY+NY+US
close+to+Subway_L_newyork_mnh_abo_3449363091_D12_10_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+near+PARK+AVE+at+UNION+SQUARE+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+near+PARK+AVE+at+UNION+SQUARE+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3451161614_D12_21_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+near+CHRISTOPHER+ST+at+near+HUDSON+ST++NEW+YORK++ny+US	http://maps.google.com/?q=Subway+near+%3A+near+CHRISTOPHER+ST+at+near+HUDSON+ST++NEW+YORK++ny+US
close+to+Subway_L_newyork_mnh_abo_3452474538_D12_21_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Madison+Avenue+at+East+%35%35th+Street+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+Madison+Avenue+at+East+%35%35th+Street+New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3454672617_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Madison+Avenue+at+%33%36th+street++New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+Madison+Avenue+at+%33%36th+street++New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3454833709_D12_08_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+w%31%33%39st+mahattan+ny+US	http://maps.google.com/?q=Subway+near+%3A+w%31%33%39st+mahattan+ny+US
close+to+Subway_L_newyork_mnh_abo_3454838249_D12_15_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+w+%31%31%39st+mahattan+ny+US	http://maps.google.com/?q=Subway+near+%3A+w+%31%31%39st+mahattan+ny+US
close+to+Subway_L_newyork_mnh_abo_3455320999_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%31%30th+Street+at+%31st+Avenue+New+York+City+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%31%30th+Street+at+%31st+Avenue+New+York+City+NY+US
close+to+Subway_L_newyork_mnh_abo_3456055694_D12_15_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+PRINCE+ST+at+near+BROADWAY+NEW+TORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+PRINCE+ST+at+near+BROADWAY+NEW+TORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3456067869_D12_12_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Broome+st+at+thompson+manhattan+NY+US	http://maps.google.com/?q=Subway+near+%3A+Broome+st+at+thompson+manhattan+NY+US
close+to+Subway_L_newyork_mnh_abo_3457160428_D12_17_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+A+AVE+at+Near+%34+St+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+A+AVE+at+Near+%34+St+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3458259264_D12_27_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+%31+AVE++NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+%31+AVE++NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3458307140_D12_19_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+AVE+A+at+Near+%34+St+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+AVE+A+at+Near+%34+St+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3460604347_D12_26_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+Avenue+A+at+EAST+VILLAGE+new+york+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+Avenue+A+at+EAST+VILLAGE+new+york+ny+US
close+to+Subway_L_newyork_mnh_abo_3463348689_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+Broadway+at+UNION+SQUARE+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+Broadway+at+UNION+SQUARE+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3465430775_D12_18_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+PARK+AVE+at+Near+%32%39+ST+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+PARK+AVE+at+Near+%32%39+ST+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3470990751_D12_26_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+LAFAYETTE+ST+at+SOHO+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+LAFAYETTE+ST+at+SOHO+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3471162610_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+E+%35%35th+ST+at+%32nd+Ave+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+E+%35%35th+ST+at+%32nd+Ave+New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3471949845_D12_16_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%34%39st+Washington+Heights+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%34%39st+Washington+Heights+NY+US
close+to+Subway_L_newyork_mnh_abo_3473261835_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+PRINCE+ST+at+Near+LAFAYETTE+ST+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+PRINCE+ST+at+Near+LAFAYETTE+ST+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3473265423_D12_24_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+FIRST+AVE+at+Near+E+%31%33th+ST+new+york+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+FIRST+AVE+at+Near+E+%31%33th+ST+new+york+ny+US
close+to+Subway_L_newyork_mnh_abo_3477740080_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+%31A+AVE+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+Near+%31A+AVE+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3480418238_D12_24_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+near+BROAD+ST+at+near+WILLIAM+ST+NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+near+BROAD+ST+at+near+WILLIAM+ST+NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3504993667_D01_13_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+W%2E+%31%32%30%27s+Harlmen+NY+US	http://maps.google.com/?q=Subway+near+%3A+W%2E+%31%32%30%27s+Harlmen+NY+US
close+to+Subway_L_newyork_mnh_abo_3506298983_D12_28_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+near+AVE+A+at+Near+E+%34th+ST+NEW+YORK+NY+US	http://maps.google.com/?q=Subway+near+%3A+near+AVE+A+at+Near+E+%34th+ST+NEW+YORK+NY+US
close+to+Subway_L_newyork_mnh_abo_3519641534_D01_13_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%31%30th+Street+at+%32nd+Avenue+New+York+City+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%31%30th+Street+at+%32nd+Avenue+New+York+City+NY+US
close+to+Subway_L_newyork_mnh_abo_3520666681_D01_24_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%38%30th+street+at+cabrini+manhattan+ny+US	http://maps.google.com/?q=Subway+near+%3A+%31%38%30th+street+at+cabrini+manhattan+ny+US
close+to+Subway_L_newyork_mnh_abo_3536923100_D01_17_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+Near+%32+AVE++NEW+YORK+ny+US	http://maps.google.com/?q=Subway+near+%3A+Near+%32+AVE++NEW+YORK+ny+US
close+to+Subway_L_newyork_mnh_abo_3544596666_D01_14_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+W%2E+%39%39th+Street+at+Broadway+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+W%2E+%39%39th+Street+at+Broadway+New+York+NY+US
close+to+Subway_L_newyork_mnh_abo_3545005691_D01_24_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%38%39th+street+at+wadsworth+ave+manhattan+ny+US	http://maps.google.com/?q=Subway+near+%3A+%31%38%39th+street+at+wadsworth+ave+manhattan+ny+US
close+to+Subway_L_newyork_mnh_abo_3547218813_D01_18_2013.html	close to	Subway	http://maps.google.com/?q=loc%3A+%32%33%35+East+%38%31st+Street%2C+%32FW+at+Between+Second+%26amp%3B+%33rd+Avenues+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+%32%33%35+East+%38%31st+Street%2C+%32FW+at+Between+Second+%26amp%3B+%33rd+Avenues+New+York+NY+US
close+to+Subway_L_newyork_mnh_fee_3399155099_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%33%37%30+Columbus+Ave+New+York+NY+US	http://maps.google.com/?q=Subway+near+%3A+%33%37%30+Columbus+Ave+New+York+NY+US
close+to+Subway_L_newyork_mnh_fee_3400742297_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Lexington+Ave+at+%36%35th+St+Manhattan+NY+US	http://maps.google.com/?q=Subway+near+%3A+Lexington+Ave+at+%36%35th+St+Manhattan+NY+US
close+to+Subway_L_newyork_mnh_fee_3407459471_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%31%31%31th+Street+at+%33rd+Avenue+new+york+city+NY+US	http://maps.google.com/?q=Subway+near+%3A+%31%31%31th+Street+at+%33rd+Avenue+new+york+city+NY+US
close+to+Subway_L_newyork_mnh_fee_3420657371_D12_09_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Arden+St+at+Nagle+Manhattan+NY+US	http://maps.google.com/?q=Subway+near+%3A+Arden+St+at+Nagle+Manhattan+NY+US
close+to+Subway_L_newyork_mnh_fee_3421694935_D12_14_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+%35%38+STREET++NY+NY+US	http://maps.google.com/?q=Subway+near+%3A+%35%38+STREET++NY+NY+US
close+to+Subway_L_newyork_mnh_fee_3422752104_D12_19_2012.html	close to	Subway	http://maps.google.com/?q=loc%3A+Columbus+Ave+at+%37%37th+St%2E+ny+NY+US	http://maps.google.com/?q=Subway+near+%3A+Columbus+Ave+at+%37%37th+St%2E+ny+NY+US
