FileName	NearPhrase	ReferenceObject	MapLink	GoogleNearLink
close+to+Walmart_L_yubasutter_apa_3453812541_D12_10_2012.html	close to	Walmart	http://maps.google.com/?q=loc%3A+%39%33%31+Elinor+Ave%2E+Olivehurst+Ca+US	http://maps.google.com/?q=Walmart+near+%3A+%39%33%31+Elinor+Ave%2E+Olivehurst+Ca+US
close+to+Walmart_L_yubasutter_apa_3548554779_D01_17_2013.html	close to	Walmart	http://maps.google.com/?q=loc%3A+%39%33%31+Elinor+Ave+Olivehurst+Ca+US	http://maps.google.com/?q=Walmart+near+%3A+%39%33%31+Elinor+Ave+Olivehurst+Ca+US
close+to+Walmart_L_yubasutter_off_3422368284_D12_08_2012.html	close to	Walmart	http://maps.google.com/?q=loc%3A+Erle+Rd%2E+Marysville+CA+US	http://maps.google.com/?q=Walmart+near+%3A+Erle+Rd%2E+Marysville+CA+US
close+to+Walmart_L_zanesville_reo_3388791782_D12_09_2012.html	close to	Walmart	http://maps.google.com/?q=loc%3A+CANAL+ST+CANAL+LEWISVILLE+OH+US	http://maps.google.com/?q=Walmart+near+%3A+CANAL+ST+CANAL+LEWISVILLE+OH+US
close+to+Weis_L_pennstate_apa_3470849612_D12_22_2012.html	close to	Weis	http://maps.google.com/?q=loc%3A+%34%32%35+Waupelani+Dr+State+College+PA+US	http://maps.google.com/?q=Weis+near+%3A+%34%32%35+Waupelani+Dr+State+College+PA+US
close+to+Weis_L_pennstate_sub_3362692522_D12_05_2012.html	close to	Weis	http://maps.google.com/?q=loc%3A+waupelani+drive+state+college+PA+US	http://maps.google.com/?q=Weis+near+%3A+waupelani+drive+state+college+PA+US
close+to+Weis_L_pennstate_sub_3546228184_D01_18_2013.html	close to	Weis	http://maps.google.com/?q=loc%3A+Easterly+Parkway+at+S+pugh+st+STATE+COLLEGE+PA+US	http://maps.google.com/?q=Weis+near+%3A+Easterly+Parkway+at+S+pugh+st+STATE+COLLEGE+PA+US
close+to+Wendy's_L_eugene_roo_3395862239_D12_28_2012.html	close to	Wendy's	http://maps.google.com/?q=loc%3A+Orchard+Eugene+OR+US	http://maps.google.com/?q=Wendy's+near+%3A+Orchard+Eugene+OR+US
close+to+WholeFoods_L_boston_gbs_abo_3465109196_D12_12_2012.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+%37%32+Staniford+Street+Boston+ma+US	http://maps.google.com/?q=WholeFoods+near+%3A+%37%32+Staniford+Street+Boston+ma+US
close+to+WholeFoods_L_boulder_roo_3504793354_D01_11_2013.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+Pine+Street+at+%32%33rd+Boulder+Co+US	http://maps.google.com/?q=WholeFoods+near+%3A+Pine+Street+at+%32%33rd+Boulder+Co+US
close+to+WholeFoods_L_dallas_dal_reb_3313946765_D12_06_2012.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+%35%38%31%36+Gaston+Dallas+TX+US	http://maps.google.com/?q=WholeFoods+near+%3A+%35%38%31%36+Gaston+Dallas+TX+US
close+to+WholeFoods_L_houston_reb_3438296167_D12_07_2012.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+Peveto+at+W+Dallas+Houston+TX+US	http://maps.google.com/?q=WholeFoods+near+%3A+Peveto+at+W+Dallas+Houston+TX+US
close+to+WholeFoods_L_miami_mdc_vac_3408929763_D12_10_2012.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+%31%30th+Street+at+Michegan+Avenue+Miami+Beach+Fl+US	http://maps.google.com/?q=WholeFoods+near+%3A+%31%30th+Street+at+Michegan+Avenue+Miami+Beach+Fl+US
close+to+WholeFoods_L_seattle_est_apa_3547866635_D01_24_2013.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+%31%38%32%36%38+NE+%39%37th+Way+Redmond+WA+US	http://maps.google.com/?q=WholeFoods+near+%3A+%31%38%32%36%38+NE+%39%37th+Way+Redmond+WA+US
close+to+WholeFoods_L_washingtondc_doc_apa_3528525830_D01_11_2013.html	close to	WholeFoods	http://maps.google.com/?q=loc%3A+%31%32%30%30+%31%34+TH+ST+NW++Washington+DC+US	http://maps.google.com/?q=WholeFoods+near+%3A+%31%32%30%30+%31%34+TH+ST+NW++Washington+DC+US
close+to+Winn-Dixie_L_daytona_apa_3459788075_D12_11_2012.html	close to	Winn-Dixie	http://maps.google.com/?q=loc%3A+%31%39%30%37+Jungle+Road+New+Smyrna+Beach+Fla+US	http://maps.google.com/?q=Winn-Dixie+near+%3A+%31%39%30%37+Jungle+Road+New+Smyrna+Beach+Fla+US
close+to+Winn-Dixie_L_gainesville_roo_3423367666_D12_28_2012.html	close to	Winn-Dixie	http://maps.google.com/?q=loc%3A+%32%39%30%31+SW+%31%33TH+ST+at+APT+%33%33%33+Gainesville+FL+US	http://maps.google.com/?q=Winn-Dixie+near+%3A+%32%39%30%31+SW+%31%33TH+ST+at+APT+%33%33%33+Gainesville+FL+US
close+to+Winn-Dixie_L_miami_pbc_roo_3539186409_D01_18_2013.html	close to	Winn-Dixie	http://maps.google.com/?q=loc%3A+Gateway+at+Federal+Highway+Boynton+Beach+FL+US	http://maps.google.com/?q=Winn-Dixie+near+%3A+Gateway+at+Federal+Highway+Boynton+Beach+FL+US
close+to+Winn-Dixie_L_spacecoast_roo_3505362977_D01_12_2013.html	close to	Winn-Dixie	http://maps.google.com/?q=loc%3A+Fillmore+Ave+Palm+Bay+FL+US	http://maps.google.com/?q=Winn-Dixie+near+%3A+Fillmore+Ave+Palm+Bay+FL+US
close+to+Winn-Dixie_L_treasure_apa_3437125314_D12_09_2012.html	close to	Winn-Dixie	http://maps.google.com/?q=loc%3A+Ebbtide+Ave+at+Cove+Rd+Stuart+FL+US	http://maps.google.com/?q=Winn-Dixie+near+%3A+Ebbtide+Ave+at+Cove+Rd+Stuart+FL+US
close+to+Winn-Dixie_L_tuscaloosa_reb_3538113667_D01_14_2013.html	close to	Winn-Dixie	http://maps.google.com/?q=loc%3A+Indian+Lake+Garden+Homes+at+Watermelon+Rd+Northport+Al+US	http://maps.google.com/?q=Winn-Dixie+near+%3A+Indian+Lake+Garden+Homes+at+Watermelon+Rd+Northport+Al+US
in+the+vicinity+of+Subway_L_newyork_mnh_roo_3501612984_D12_30_2012.html	in the vicinity of	Subway	http://maps.google.com/?q=loc%3A+%36%33+nEw+York+nY+US	http://maps.google.com/?q=Subway+near+%3A+%36%33+nEw+York+nY+US
near+7-Eleven_L_nh_apa_3557731750_D01_24_2013.html	near 7-Eleven	7-Eleven	http://maps.google.com/?q=loc%3A+North+Line+Road+Wolfeboro+NH+US	http://maps.google.com/?q=7-Eleven+near+%3A+North+Line+Road+Wolfeboro+NH+US
near+AppleBees_L_lancaster_reb_3483993990_D12_22_2012.html	near	AppleBees	http://maps.google.com/?q=loc%3A+%31%32%36+N+Maple+ST+Ephrata+Pa+US	http://maps.google.com/?q=AppleBees+near+%3A+%31%32%36+N+Maple+ST+Ephrata+Pa+US
near+AppleBees_L_roseburg_laf_3532912229_D01_12_2013.html	near	AppleBees	http://maps.google.com/?q=loc%3A+edenbower+roseburg+OR+US	http://maps.google.com/?q=AppleBees+near+%3A+edenbower+roseburg+OR+US
near+AppleBees_L_santafe_apa_3442371245_D12_05_2012.html	near	AppleBees	http://maps.google.com/?q=loc%3A+%33%39%30%31+N+Central+Ave+Hobbs+NM+US	http://maps.google.com/?q=AppleBees+near+%3A+%33%39%30%31+N+Central+Ave+Hobbs+NM+US
near+AppleBees_L_tallahassee_laf_3537756684_D01_18_2013.html	near	AppleBees	http://maps.google.com/?q=loc%3A+Magnolia+at+Apalachee+Tallahassee+FL+US	http://maps.google.com/?q=AppleBees+near+%3A+Magnolia+at+Apalachee+Tallahassee+FL+US
near+Costco_L_albuquerque_apa_3479408438_D12_22_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Coconino+SE+Albuquerque+NM+US	http://maps.google.com/?q=Costco+near+%3A+Coconino+SE+Albuquerque+NM+US
near+Costco_L_albuquerque_off_3452875630_D12_22_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Elizabeth+Albuquerque+NM+US	http://maps.google.com/?q=Costco+near+%3A+Elizabeth+Albuquerque+NM+US
near+Costco_L_bakersfield_apa_3489319371_D01_13_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%34%31%31%32+Southern+Breeze+Bakersfield+CA+US	http://maps.google.com/?q=Costco+near+%3A+%34%31%31%32+Southern+Breeze+Bakersfield+CA+US
near+Costco_L_bakersfield_off_3532405840_D01_14_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%32%38%33%31+Gibson+St+Bakersfield+CA+US	http://maps.google.com/?q=Costco+near+%3A+%32%38%33%31+Gibson+St+Bakersfield+CA+US
near+Costco_L_bend_apa_3405522376_D12_09_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Sedalia+LP+at+Near+Costco+Bend++OR+US	http://maps.google.com/?q=Costco+near+%3A+Sedalia+LP+at+Near+Costco+Bend++OR+US
near+Costco_L_bend_fuo_3459267033_D01_11_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+NW+Dove+Rd+CRR+OR+US	http://maps.google.com/?q=Costco+near+%3A+NW+Dove+Rd+CRR+OR+US
near+Costco_L_bend_reo_3396166547_D12_21_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Sedalia+LP+Bend+OR+US	http://maps.google.com/?q=Costco+near+%3A+Sedalia+LP+Bend+OR+US
near+Costco_L_bend_reo_3436594105_D12_06_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Sedalia+LP+at+Near+Costco+Bend+OR+US	http://maps.google.com/?q=Costco+near+%3A+Sedalia+LP+at+Near+Costco+Bend+OR+US
near+Costco_L_chattanooga_apa_3511123226_D12_31_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Cedar+Creek+Drive+at+Lakeview+Drive+and+Cloudsprings+Rd+Rossville+GA+US	http://maps.google.com/?q=Costco+near+%3A+Cedar+Creek+Drive+at+Lakeview+Drive+and+Cloudsprings+Rd+Rossville+GA+US
near+Costco_L_cnj_reo_3435315623_D12_10_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Stanford+Drive+at+Fleetwood+Drive+Hazlet+NJ+US	http://maps.google.com/?q=Costco+near+%3A+Stanford+Drive+at+Fleetwood+Drive+Hazlet+NJ+US
near+Costco_L_detroit_wyn_off_3397621388_D12_05_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Middlebelt+at+south+of+Plymouth+Rd+Livonia+MI+US	http://maps.google.com/?q=Costco+near+%3A+Middlebelt+at+south+of+Plymouth+Rd+Livonia+MI+US
near+Costco_L_detroit_wyn_off_3397623100_D12_08_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Middlebelt+at+S%2E+of+Plymouth+Road+Livonia+MI+US	http://maps.google.com/?q=Costco+near+%3A+Middlebelt+at+S%2E+of+Plymouth+Road+Livonia+MI+US
near+Costco_L_eugene_apa_3452781634_D12_08_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%32%34%35%30+Willona+Drive+Eugene+OR+US	http://maps.google.com/?q=Costco+near+%3A+%32%34%35%30+Willona+Drive+Eugene+OR+US
near+Costco_L_eugene_apa_3539319333_D01_14_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+County+Farm+Rd%2E+Eugene+Or+US	http://maps.google.com/?q=Costco+near+%3A+County+Farm+Rd%2E+Eugene+Or+US
near+Costco_L_fresno_apa_3395777507_D12_22_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Gates+at+W%2E+San+Jose+Fresno+CA+US	http://maps.google.com/?q=Costco+near+%3A+Gates+at+W%2E+San+Jose+Fresno+CA+US
near+Costco_L_greenville_sub_3505452267_D01_12_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Woodruff+Road+at+salters+rd+Greenville+SC+US	http://maps.google.com/?q=Costco+near+%3A+Woodruff+Road+at+salters+rd+Greenville+SC+US
near+Costco_L_honolulu_oah_apa_3458836184_D12_17_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%39%34%2D%31%32%35%37+Lumikula+Street+Waipahu+HI+US	http://maps.google.com/?q=Costco+near+%3A+%39%34%2D%31%32%35%37+Lumikula+Street+Waipahu+HI+US
near+Costco_L_honolulu_oah_apa_3460590210_D12_07_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Mopua+Loop+at+Mohalu+Place+Waipio+Gentry+%28Waipahu%29+HI+US	http://maps.google.com/?q=Costco+near+%3A+Mopua+Loop+at+Mohalu+Place+Waipio+Gentry+%28Waipahu%29+HI+US
near+Costco_L_honolulu_oah_apa_3477804173_D12_27_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Waipio+Uka+Street+%40+Ka+Uka+Blvd%2E+at+Ka+Uka+Blvd+Waipio+%28Waipahu%29%2C++HI+US	http://maps.google.com/?q=Costco+near+%3A+Waipio+Uka+Street+%40+Ka+Uka+Blvd%2E+at+Ka+Uka+Blvd+Waipio+%28Waipahu%29%2C++HI+US
near+Costco_L_honolulu_oah_off_3455838323_D12_22_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Alakawa+Honolulu+HI+US	http://maps.google.com/?q=Costco+near+%3A+Alakawa+Honolulu+HI+US
near+Costco_L_honolulu_oah_off_3564955266_D01_24_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%39%31%2D%31%31%30+Hanua+St%2E+Kapolei+HI+US	http://maps.google.com/?q=Costco+near+%3A+%39%31%2D%31%31%30+Hanua+St%2E+Kapolei+HI+US
near+Costco_L_inlandempire_apa_3380880246_D12_09_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Coulston+at+Mountain+View+Loma+Linda+CA+US	http://maps.google.com/?q=Costco+near+%3A+Coulston+at+Mountain+View+Loma+Linda+CA+US
near+Costco_L_inlandempire_apa_3442814710_D12_09_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%32%32%35%35%37+westlake+dr+MORENO+VALLEY+CA+US	http://maps.google.com/?q=Costco+near+%3A+%32%32%35%35%37+westlake+dr+MORENO+VALLEY+CA+US
near+Costco_L_inlandempire_apa_3542231042_D01_13_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Clinton+Circle+at+Roosevelt+Corona+CA+US	http://maps.google.com/?q=Costco+near+%3A+Clinton+Circle+at+Roosevelt+Corona+CA+US
near+Costco_L_inlandempire_kid_3543085515_D01_17_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%32%39%36%38%33+stonewood+rd+temecula+ca+US	http://maps.google.com/?q=Costco+near+%3A+%32%39%36%38%33+stonewood+rd+temecula+ca+US
near+Costco_L_inlandempire_roo_3412356527_D12_10_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Lakota+at+eucalyptus%2Ffrederick+Moreno+Valley+CA+US	http://maps.google.com/?q=Costco+near+%3A+Lakota+at+eucalyptus%2Ffrederick+Moreno+Valley+CA+US
near+Costco_L_kpr_apa_3553773871_D01_24_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Montana+Street+at+Grandridge+Kennewick+Wa+US	http://maps.google.com/?q=Costco+near+%3A+Montana+Street+at+Grandridge+Kennewick+Wa+US
near+Costco_L_lasvegas_reo_3456304367_D01_12_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Pyracantha+at+decatur+and+N+%2E+%32%31%35+LAS+VEGAS+NV+US	http://maps.google.com/?q=Costco+near+%3A+Pyracantha+at+decatur+and+N+%2E+%32%31%35+LAS+VEGAS+NV+US
near+Costco_L_lasvegas_reo_3468855998_D12_16_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Pyracantha+at+Decatur+and+%32%31%35+north+Las+Vegas+NV+US	http://maps.google.com/?q=Costco+near+%3A+Pyracantha+at+Decatur+and+%32%31%35+north+Las+Vegas+NV+US
near+Costco_L_lasvegas_reo_3478891775_D12_23_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+PYRACANTHA+at+Decatur+%26amp%3B+%32%31%35+Las+Vegas+NV+US	http://maps.google.com/?q=Costco+near+%3A+PYRACANTHA+at+Decatur+%26amp%3B+%32%31%35+Las+Vegas+NV+US
near+Costco_L_lasvegas_reo_3499441644_D12_28_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+PYRACANTHA+at+Decatur+%26amp%3B+%32%31%35+North+LAS+VEGAS+NV+US	http://maps.google.com/?q=Costco+near+%3A+PYRACANTHA+at+Decatur+%26amp%3B+%32%31%35+North+LAS+VEGAS+NV+US
near+Costco_L_lasvegas_reo_3523262202_D01_24_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+PYRACANTHA+at+DECATUR+%26amp%3B+%32%31%35+N+LAS+VEGAS+NV+US	http://maps.google.com/?q=Costco+near+%3A+PYRACANTHA+at+DECATUR+%26amp%3B+%32%31%35+N+LAS+VEGAS+NV+US
near+Costco_L_lasvegas_reo_3528646422_D01_15_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Pyracantha+at+Decatur+and+%32%31%35N+LAS+VEGAS+NV+US	http://maps.google.com/?q=Costco+near+%3A+Pyracantha+at+Decatur+and+%32%31%35N+LAS+VEGAS+NV+US
near+Costco_L_lasvegas_roo_3422184726_D12_15_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Verbena+Creek+Ct%2E+at+Myrtle+Heights+Las+Vegas+NV+US	http://maps.google.com/?q=Costco+near+%3A+Verbena+Creek+Ct%2E+at+Myrtle+Heights+Las+Vegas+NV+US
near+Costco_L_losangeles_sgv_apa_3464757396_D12_10_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%31%37%38%30%30+E+COLIMA++ROWLAND+HEIGHTS++CA+US	http://maps.google.com/?q=Costco+near+%3A+%31%37%38%30%30+E+COLIMA++ROWLAND+HEIGHTS++CA+US
near+Costco_L_losangeles_sgv_apa_3508959151_D12_30_2012.html	near	Costco	http://maps.google.com/?q=loc%3A++%31%37%38%30%30+Colima+Rowland+Heights+Ca+US	http://maps.google.com/?q=Costco+near+%3A++%31%37%38%30%30+Colima+Rowland+Heights+Ca+US
near+Costco_L_losangeles_sgv_apa_3534213821_D01_12_2013.html	near	Costco	http://maps.google.com/?q=loc%3A++%31%37%38%30%30+Colima+Rd+Rowland+Heights+Ca+US	http://maps.google.com/?q=Costco+near+%3A++%31%37%38%30%30+Colima+Rd+Rowland+Heights+Ca+US
near+Costco_L_losangeles_sgv_off_3420475764_D12_08_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%33%30%34+S+Date+Ave+Alhambra+CA+US	http://maps.google.com/?q=Costco+near+%3A+%33%30%34+S+Date+Ave+Alhambra+CA+US
near+Costco_L_madison_sub_3468502387_D12_27_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%31%32%38%30+Prospect+Commons+Sun+Prairie+WI+US	http://maps.google.com/?q=Costco+near+%3A+%31%32%38%30+Prospect+Commons+Sun+Prairie+WI+US
near+Costco_L_miami_mdc_off_3467216146_D12_17_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%31%32%33%30%34+SW+%31%33%32nd+Ct%2E%2C+A%2D%33+Miami+Fl+US	http://maps.google.com/?q=Costco+near+%3A+%31%32%33%30%34+SW+%31%33%32nd+Ct%2E%2C+A%2D%33+Miami+Fl+US
near+Costco_L_modesto_apa_3433287572_D12_14_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+nightingale+modesto+ca+US	http://maps.google.com/?q=Costco+near+%3A+nightingale+modesto+ca+US
near+Costco_L_newyork_brk_off_3457476781_D12_20_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%33%32nd+St+at+%33rd+Ave+and+%34th+Ave+Brooklyn+NY+US	http://maps.google.com/?q=Costco+near+%3A+%33%32nd+St+at+%33rd+Ave+and+%34th+Ave+Brooklyn+NY+US
near+Costco_L_orangecounty_apa_3416749071_D12_05_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Cambria+LN+at+Alicia%2FPacific+Park+Aliso+Viejo+Ca+US	http://maps.google.com/?q=Costco+near+%3A+Cambria+LN+at+Alicia%2FPacific+Park+Aliso+Viejo+Ca+US
near+Costco_L_orangecounty_off_3369059356_D12_06_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%32%36%30%32%32+CAPE+DR%2E+LAGUNA+NIGUEL+CA+US	http://maps.google.com/?q=Costco+near+%3A+%32%36%30%32%32+CAPE+DR%2E+LAGUNA+NIGUEL+CA+US
near+Costco_L_orlando_off_3297166471_D12_06_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Orange+Avenue+at+SR%2E%34%33%36+Altamonte+Spring+FL+US	http://maps.google.com/?q=Costco+near+%3A+Orange+Avenue+at+SR%2E%34%33%36+Altamonte+Spring+FL+US
near+Costco_L_orlando_off_3442547126_D12_12_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%37%33%30+Orange+Ave%2C+Altamonte+Springs+FL+US	http://maps.google.com/?q=Costco+near+%3A+%37%33%30+Orange+Ave%2C+Altamonte+Springs+FL+US
near+Costco_L_orlando_reo_3422057943_D12_31_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+near+Costco+Winter+Park+FL+US	http://maps.google.com/?q=Costco+near+%3A+near+Costco+Winter+Park+FL+US
near+Costco_L_portland_clk_apa_3431659700_D12_09_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%39%31%30%37+ne+%39%35th+vancouver+wa+US	http://maps.google.com/?q=Costco+near+%3A+%39%31%30%37+ne+%39%35th+vancouver+wa+US
near+Costco_L_portland_wsc_apa_3433353956_D12_17_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%31%30%32+Ne+%34%33rd+Hillsboro+OR+US	http://maps.google.com/?q=Costco+near+%3A+%31%30%32+Ne+%34%33rd+Hillsboro+OR+US
near+Costco_L_portland_wsc_apa_3459506001_D12_17_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%35%34th+Way+at+NE+Airport+Rd+Hillsboro+OR+US	http://maps.google.com/?q=Costco+near+%3A+%35%34th+Way+at+NE+Airport+Rd+Hillsboro+OR+US
near+Costco_L_prescott_fuo_3529227036_D01_12_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%35%31%30%38+E+Ramada+Dr+Prescott+AZ+US	http://maps.google.com/?q=Costco+near+%3A+%35%31%30%38+E+Ramada+Dr+Prescott+AZ+US
near+Costco_L_prescott_reo_3505589082_D01_17_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+RAMADA+DR+at+HWY+%36%39+PRESCOTT+AZ+US	http://maps.google.com/?q=Costco+near+%3A+RAMADA+DR+at+HWY+%36%39+PRESCOTT+AZ+US
near+Costco_L_reno_prk_3473917504_D12_31_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%38%30%30+Old+Clear+Creek+Carson+City+NV+US	http://maps.google.com/?q=Costco+near+%3A+%38%30%30+Old+Clear+Creek+Carson+City+NV+US
near+Costco_L_roseburg_apa_3487476948_D12_22_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%31%39%35+Mobridge+Ave+Roseburg+OR+US	http://maps.google.com/?q=Costco+near+%3A+%31%39%35+Mobridge+Ave+Roseburg+OR+US
near+Costco_L_sacramento_gms_3538410590_D01_17_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Traziel+at+Listowe+Folsom+ca+US	http://maps.google.com/?q=Costco+near+%3A+Traziel+at+Listowe+Folsom+ca+US
near+Costco_L_salem_apa_3533993705_D01_14_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%31%38%33+%32%35th+Street+NE+at+State+St+SE+Salem+OR+US	http://maps.google.com/?q=Costco+near+%3A+%31%38%33+%32%35th+Street+NE+at+State+St+SE+Salem+OR+US
near+Costco_L_sandiego_csd_apa_3452546466_D12_15_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+J+at+Market+San+Diego+CA+US	http://maps.google.com/?q=Costco+near+%3A+J+at+Market+San+Diego+CA+US
near+Costco_L_sandiego_csd_off_3470189663_D12_15_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+MOrena+Blvd+at+Balboa+San+DIego+CA+US	http://maps.google.com/?q=Costco+near+%3A+MOrena+Blvd+at+Balboa+San+DIego+CA+US
near+Costco_L_sandiego_esd_apa_3464377872_D12_14_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Vincetta+at+Marengo+La+Mesa+CA+US	http://maps.google.com/?q=Costco+near+%3A+Vincetta+at+Marengo+La+Mesa+CA+US
near+Costco_L_sandiego_esd_apa_3529538227_D01_13_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Vincetta+Drive+at+Marengo+La+Mesa+CA+US	http://maps.google.com/?q=Costco+near+%3A+Vincetta+Drive+at+Marengo+La+Mesa+CA+US
near+Costco_L_sandiego_esd_apa_3536682608_D01_16_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%38%32%32%30+Vincetta+Dr+La+Mesa+ca+US	http://maps.google.com/?q=Costco+near+%3A+%38%32%32%30+Vincetta+Dr+La+Mesa+ca+US
near+Costco_L_sandiego_nsd_ppd_3566691297_D01_24_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%37%31%33+Center+Drive+San+Marcos+CA+US	http://maps.google.com/?q=Costco+near+%3A+%37%31%33+Center+Drive+San+Marcos+CA+US
near+Costco_L_santabarbara_apa_3475381280_D12_15_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+Whitman+at+Phelps+Goleta+CA+US	http://maps.google.com/?q=Costco+near+%3A+Whitman+at+Phelps+Goleta+CA+US
near+Costco_L_santabarbara_apa_3506435538_D01_01_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Hillsboro+at+Cannon+Green+Goleta+CA+US	http://maps.google.com/?q=Costco+near+%3A+Hillsboro+at+Cannon+Green+Goleta+CA+US
near+Costco_L_santabarbara_apa_3532091804_D01_13_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Ellwood+Beach+at+Entrance+Goleta+CA+US	http://maps.google.com/?q=Costco+near+%3A+Ellwood+Beach+at+Entrance+Goleta+CA+US
near+Costco_L_santabarbara_apa_3546492199_D01_18_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+Ellwood+Beach+Drive+at+Hollister+Goleta+CA+US	http://maps.google.com/?q=Costco+near+%3A+Ellwood+Beach+Drive+at+Hollister+Goleta+CA+US
near+Costco_L_santabarbara_off_3489458339_D01_18_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%32%39%34%35+Los+Olivos+Ventura+Ca+US	http://maps.google.com/?q=Costco+near+%3A+%32%39%34%35+Los+Olivos+Ventura+Ca+US
near+Costco_L_santabarbara_off_3501975833_D01_12_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+%37%33%30%30+Hollister+Goleta+CA+US	http://maps.google.com/?q=Costco+near+%3A+%37%33%30%30+Hollister+Goleta+CA+US
near+Costco_L_seattle_oly_reo_3499334740_D12_29_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+%35%32%39%35+w+eagle+ln+sw+Tumwater+wa+US	http://maps.google.com/?q=Costco+near+%3A+%35%32%39%35+w+eagle+ln+sw+Tumwater+wa+US
near+Costco_L_seattle_see_off_3536843832_D01_14_2013.html	near	Costco	http://maps.google.com/?q=loc%3A+N+%32%30%30th+at+%31%35+Shoreline+wa+US	http://maps.google.com/?q=Costco+near+%3A+N+%32%30%30th+at+%31%35+Shoreline+wa+US
near+Costco_L_seattle_skc_reb_3476225377_D12_20_2012.html	near	Costco	http://maps.google.com/?q=loc%3A+SE+%32%39%33+Pl+Kent+WA+US	http://maps.google.com/?q=Costco+near+%3A+SE+%32%39%33+Pl+Kent+WA+US
